num;NAME;Gl;Gb;RAJD;DECJD;P0;DM;S1400;R_LUM14;
num;;(deg);(deg);(deg);(deg);(s);(cm^-3pc);(mJy);(mJykpc^2);
1;J0002+6216;117.327;-0.074;0.742375;62.269278;0.115364;218.60;0.02;8.90e-01;
2;J0006+1834;108.172;-42.985;1.520000;18.583056;0.693748;11.41;*;*;
3;J0007+7303;119.660;10.463;1.757083;73.052056;0.315873;*;*;*;
4;J0011+08;106.228;-53.407;2.891667;8.166667;2.552870;24.90;*;*;
5;B0011+47;116.497;-14.631;3.573958;47.775944;1.240699;30.41;3.00;9.51e+00;
6;J0023+0923;111.383;-52.849;5.820326;9.389963;0.003050;14.33;0.48;5.93e-01;
7;J0024-7204aa;305.895;-44.889;6.023625;-72.081283;0.001840;24.97;*;*;
8;J0024-7204ab;305.891;-44.891;6.034006;-72.079889;0.003705;24.37;*;*;
9;B0021-72C;305.923;-44.892;5.959811;-72.075418;0.005757;24.60;0.60;1.32e+01;
10;B0021-72D;305.881;-44.893;6.057837;-72.078848;0.005358;24.73;*;*;
11;B0021-72E;305.883;-44.883;6.046272;-72.088930;0.003536;24.24;*;*;
12;B0021-72F;305.899;-44.892;6.016064;-72.078561;0.002624;24.38;*;*;
13;B0021-72G;305.891;-44.893;6.033168;-72.077695;0.004040;24.44;*;*;
14;B0021-72H;305.896;-44.902;6.027930;-72.068557;0.003210;24.37;*;*;
15;B0021-72I;305.892;-44.893;6.033061;-72.077689;0.003485;24.43;*;*;
16;B0021-72J;305.909;-44.903;5.997532;-72.066331;0.002101;24.59;*;*;
17;B0021-72L;305.898;-44.888;6.015717;-72.082479;0.004346;24.40;*;*;
18;B0021-72M;305.913;-44.877;5.977041;-72.091877;0.003677;24.43;*;*;
19;B0021-72N;305.890;-44.897;6.038283;-72.074692;0.003054;24.57;*;*;
20;J0024-7204O;305.897;-44.889;6.019386;-72.081602;0.002643;24.36;*;*;
21;J0024-7204P;305.872;-44.904;6.083333;-72.069444;0.003643;24.29;*;*;
22;J0024-7204Q;305.877;-44.899;6.068712;-72.073657;0.004033;24.27;*;*;
23;J0024-7204R;305.892;-44.890;6.031605;-72.080665;0.003480;24.36;*;*;
24;J0024-7204S;305.898;-44.892;6.016581;-72.078431;0.002830;24.38;*;*;
25;J0024-7204T;305.890;-44.894;6.035621;-72.077481;0.007588;24.41;*;*;
26;J0024-7204U;305.890;-44.905;6.040986;-72.066580;0.004343;24.34;*;*;
27;J0024-7204V;305.895;-44.889;6.023625;-72.081283;0.004810;24.11;*;*;
28;J0024-7204W;305.894;-44.890;6.025242;-72.080302;0.002352;24.37;*;*;
29;J0024-7204X;305.877;-44.952;6.093274;-72.021512;0.004772;24.54;*;*;
30;J0024-7204Y;305.903;-44.891;6.005844;-72.078288;0.002197;24.47;*;*;
31;J0024-7204Z;305.894;-44.887;6.025171;-72.083744;0.004554;24.45;*;*;
32;J0026+6320;120.176;0.593;6.710671;63.333575;0.318358;245.06;1.00;4.38e+01;
33;J0030+0451;113.141;-57.611;7.614283;4.861031;0.004865;4.34;0.60;6.32e-02;
34;J0033+57;120.410;-5.781;8.250000;57.000000;0.315000;76.00;*;*;
35;J0033+61;120.698;-1.792;8.250000;61.000000;0.912000;37.00;*;*;
36;J0034-0534;111.492;-68.069;8.590976;-5.576867;0.001877;13.77;0.61;1.11e+00;
37;B0031-07;110.420;-69.815;8.536960;-7.364836;0.942951;10.92;11.10;1.18e+01;
38;J0034+69;121.411;6.896;8.500000;69.716667;0.036804;80.00;*;*;
39;J0038-2501;67.413;-86.354;9.542767;-25.025203;0.256926;5.71;*;*;
40;J0039+35;120.121;-27.054;9.775000;35.750000;0.536700;53.04;*;*;
41;B0037+56;121.452;-5.567;10.134958;57.273565;1.118225;92.51;0.60;3.51e+00;
42;J0045-7042;303.652;-46.418;11.357042;-70.701972;0.632336;70.00;0.11;3.92e+02;
43;J0045-7319;303.514;-43.804;11.396500;-73.317500;0.926276;105.40;0.30;1.07e+03;
44;B0045+33;122.255;-28.666;12.141603;34.202231;1.217094;39.92;*;*;
45;J0050+03;122.485;-59.071;12.629167;3.800000;1.366560;26.50;*;*;
46;J0051+0423;122.962;-58.491;12.875417;4.380278;0.354732;13.90;0.50;7.81e-01;
47;J0054+66;123.193;3.130;13.500000;66.000000;1.390000;15.00;*;*;
48;J0054+6946;123.241;6.902;13.746317;69.771347;0.832911;116.52;*;*;
49;B0052+51;123.621;-11.576;13.939159;51.290167;2.115171;44.01;1.50;1.22e+01;
50;B0053+47;123.796;-14.927;14.106303;47.936263;0.472037;18.14;*;*;
51;J0057-7201;302.244;-45.098;14.433333;-72.021944;0.738062;27.00;*;*;
52;J0058+4950;124.045;-13.017;14.541623;49.840557;0.996023;66.95;*;*;
53;J0058+6125;123.717;-1.445;14.500000;61.416667;0.637000;129.00;*;*;
54;J0059+69;123.629;7.056;14.875000;69.916667;1.145900;63.53;*;*;
55;J0100+80;123.321;17.502;15.075000;80.366667;1.493600;55.76;*;*;
56;J0101-6422;301.192;-52.720;15.296318;-64.375048;0.002573;11.93;0.28;2.80e-01;
57;J0102+4839;124.932;-14.827;15.750000;48.000000;0.002960;53.50;*;*;
58;B0059+65;124.080;2.773;15.637464;65.620393;1.679164;65.85;1.20;7.50e+00;
59;J0103+54;124.741;-8.796;15.904167;54.033333;0.354304;55.60;*;*;
60;J0106+4855;125.465;-13.867;16.604417;48.931056;0.083157;70.87;0.01;7.49e-02;
61;J0107+13;128.961;-49.266;16.900000;13.416667;1.197400;22.02;*;*;
62;J0108-1431;140.930;-76.815;17.034779;-14.530608;0.807565;2.38;1.40;6.17e-02;
63;B0105+65;124.646;3.328;17.093770;66.142916;1.283660;30.55;0.90;4.07e+00;
64;B0105+68;124.461;6.277;17.122933;69.097952;1.071118;61.06;0.40;1.57e+00;
65;J0111-7131;300.669;-45.510;17.869875;-71.529667;0.688542;76.00;0.06;2.14e+02;
66;J0113-7220;300.615;-44.688;18.296208;-72.342278;0.325883;125.49;0.40;1.43e+03;
67;J0115+63;125.633;0.655;18.900000;63.400000;0.521500;65.04;*;*;
68;B0114+58;126.283;-3.457;19.411088;59.243997;0.101439;49.42;0.30;9.40e-01;
69;J0121+14;134.023;-47.946;20.500000;14.266667;1.389000;17.77;*;*;
70;J0125-23;189.069;-81.541;21.291667;-23.457222;0.003676;10.00;*;*;
71;J0125+62;126.899;-0.022;21.500000;62.583333;1.708233;118.00;*;*;
72;J0131-7310;298.944;-43.648;22.868792;-73.169261;0.348124;205.20;0.15;5.35e+02;
73;J0133-6957;297.691;-46.739;23.385250;-69.958244;0.463474;22.95;*;*;
74;J0134-2937;230.251;-80.250;23.577843;-29.621401;0.136962;21.81;3.90;2.44e+03;
75;J0137+1654;138.449;-44.571;24.349500;16.911694;0.414763;26.08;*;*;
76;J0137+6349;127.955;1.402;24.305691;63.826209;0.717963;285.50;*;*;
77;J0139+33;134.391;-28.172;25.000000;33.616667;1.247900;21.21;*;*;
78;J0139+5621;129.609;-5.885;24.910667;56.360222;1.775344;101.84;0.02;1.16e-01;
79;B0136+57;129.216;-4.044;24.832250;58.242172;0.272451;73.81;4.60;3.11e+01;
80;B0138+59;129.147;-2.105;25.416409;60.158973;1.222949;34.93;4.50;2.38e+01;
81;J0141+63;128.497;0.798;25.250000;63.133333;0.046686;272.60;*;*;
82;J0146+31;136.532;-30.353;26.562500;31.066667;0.938100;25.00;*;*;
83;B0144+59;130.059;-2.723;26.936014;59.367579;0.196321;40.11;2.10;9.51e+00;
84;B0148-06;160.368;-65.004;27.844658;-6.584163;1.464665;25.66;1.60;1.00e+03;
85;J0152+0948;146.812;-50.221;28.098875;9.802778;2.746647;22.88;*;*;
86;B0149-16;179.306;-72.457;28.045225;-16.631567;0.832742;11.93;2.10;1.78e+00;
87;J0154+1833;143.185;-41.810;28.653678;18.564099;0.002365;19.80;*;*;
88;B0153+39;136.369;-21.332;29.230192;39.824592;1.811561;59.83;*;*;
89;B0154+61;130.586;0.326;29.458097;62.207402;2.351745;30.21;1.90;6.06e+00;
90;J0158+21;143.208;-39.084;29.620833;21.133333;0.505300;20.00;*;*;
91;J0201+7005;128.889;8.033;30.422267;70.088364;1.349184;21.03;*;*;
92;J0205+6449;130.719;3.084;31.408010;64.828148;0.065716;140.70;0.04;4.61e-01;
93;B0203-40;258.595;-69.633;31.505387;-40.467672;0.630551;12.90;0.80;1.27e+00;
94;J0210+58;133.113;-2.557;32.750000;58.733333;1.766300;76.70;*;*;
95;J0211-8159;299.592;-34.606;32.995833;-81.993389;1.077333;24.36;0.30;6.93e-01;
96;J0212+5222;135.331;-8.520;33.217245;52.380417;0.376386;38.21;0.90;2.19e+00;
97;J0214+5222;135.632;-8.423;33.730297;52.378042;0.024575;22.04;*;*;
98;J0215+6218;132.575;1.030;33.985945;62.309270;0.548880;84.00;3.70;1.48e+01;
99;J0218+4232;139.508;-17.527;34.526494;42.538160;0.002323;61.25;0.90;8.93e+00;
100;J0220+36;142.376;-23.107;35.208333;36.366667;1.029700;40.00;*;*;
101;J0229+20;151.579;-36.417;37.262500;20.966667;0.806900;27.00;*;*;
102;B0226+70;131.155;9.181;37.808322;70.442745;1.466820;46.68;0.30;9.29e-01;
103;J0241+16;157.964;-39.185;40.441667;16.066667;1.545400;16.00;*;*;
104;J0242+62;135.187;2.751;40.645833;62.947222;0.592000;4.00;*;*;
105;J0243+6027;136.271;0.500;40.750000;60.450000;1.473000;141.00;*;*;
106;J0244+14;159.914;-40.140;41.212500;14.450000;2.128100;31.00;*;*;
107;J0248+6021;136.903;0.697;42.077571;60.359644;0.217094;370.00;13.70;5.48e+01;
108;J0251+26;153.912;-29.492;42.783333;26.083333;0.002540;20.00;*;*;
109;B0254-53;269.862;-55.310;43.984552;-53.072576;0.447708;15.90;5.00;1.14e+01;
110;J0302+22;158.453;-30.850;45.625000;22.833333;1.207200;19.09;*;*;
111;B0301+19;161.135;-33.270;46.137979;19.547611;1.387584;15.66;15.10;8.27e+00;
112;J0305+11;167.463;-39.662;46.275000;11.383333;0.862100;27.97;*;*;
113;J0308+74;132.090;13.608;47.000000;74.000000;0.003160;6.35;*;*;
114;J0317+13;168.763;-36.040;49.475000;13.483333;1.974300;12.90;*;*;
115;J0324+5239;145.094;-3.480;51.231083;52.658694;0.336620;115.46;0.19;9.96e-01;
116;J0325+6744;136.715;9.089;51.271331;67.749830;1.364679;65.28;*;*;
117;J0329+1654;168.499;-31.683;52.285625;16.900556;0.893320;40.82;*;*;
118;B0329+54;144.995;-1.221;53.247540;54.578702;0.714520;26.76;203.00;5.83e+02;
119;J0332+79;130.309;18.683;53.187500;79.166667;2.056210;16.67;*;*;
120;B0331+45;150.348;-8.038;53.819340;45.931514;0.269201;47.15;0.80;4.76e+00;
121;J0335+6623;138.383;8.588;53.987763;66.389898;1.761934;66.73;*;*;
122;J0337+1715;169.990;-30.039;54.432608;17.254119;0.002733;21.32;*;*;
123;J0340+4130;153.783;-11.022;55.097033;41.512581;0.003299;49.59;0.31;7.94e-01;
124;J0341+5711;144.371;1.546;55.250000;57.183333;1.888000;100.00;*;*;
125;J0343-3000;227.758;-52.338;55.866417;-30.007639;2.597027;20.20;1.30;3.29e+00;
126;B0339+53;147.017;-1.428;55.803785;53.214841;1.934478;67.30;0.30;8.77e-01;
127;J0348+0432;183.337;-36.774;57.181829;4.536516;0.039123;40.46;*;*;
128;J0349+23;167.422;-23.391;57.475000;23.683333;2.420800;63.15;*;*;
129;J0357+3205;162.760;-16.006;59.468750;32.090278;0.444104;*;*;*;
130;B0353+52;149.099;-0.522;59.436835;52.615970;0.197030;103.71;1.90;2.42e+01;
131;J0358+4155;156.112;-8.620;59.513228;41.921954;0.226484;46.33;*;*;
132;B0355+54;148.190;0.811;59.723849;54.220496;0.156384;57.14;23.00;2.30e+01;
133;J0358+6627;140.128;10.064;59.658038;66.462937;0.091506;62.33;*;*;
134;J0359+5414;148.231;0.883;59.858375;54.248806;0.079427;*;*;*;
135;B0403-76;290.313;-35.907;60.465625;-76.136944;0.545254;21.70;3.80;3.88e+00;
136;B0402+61;144.025;7.046;61.625336;61.644836;0.594576;65.41;2.80;5.79e+01;
137;J0407+1607;176.618;-25.656;61.978912;16.121222;0.025702;35.65;*;*;
138;J0408+551;148.663;2.267;62.000000;55.000000;1.837000;55.00;*;*;
139;J0408+552;148.663;2.267;62.000000;55.000000;0.754000;64.00;*;*;
140;J0410-31;230.586;-46.671;62.662500;-31.124722;1.878500;9.20;*;*;
141;J0413+58;147.122;4.934;63.250000;58.000000;0.687000;57.00;*;*;
142;B0410+69;138.911;13.667;63.981889;69.902747;0.390715;27.45;0.50;9.38e-01;
143;J0417+35;163.219;-10.518;64.429167;35.750000;0.654400;48.53;*;*;
144;J0417+61;145.299;7.540;64.250000;61.133333;0.440283;71.00;*;*;
145;J0418-4154;246.262;-45.682;64.515779;-41.904036;0.757119;24.32;*;*;
146;J0419+44;157.525;-4.494;64.750000;44.000000;1.241000;71.00;*;*;
147;J0421-0345;197.504;-34.757;65.389817;-3.751836;2.161308;44.61;0.50;2.42e+00;
148;J0421+32;165.840;-11.965;65.350000;32.900000;0.900100;77.00;*;*;
149;J0426+4933;154.436;0.288;66.528387;49.560683;0.922475;85.00;0.19;6.16e-01;
150;J0435+2749;171.842;-13.071;68.965908;27.817139;0.326279;53.19;0.24;5.54e-01;
151;J0437-4715;253.394;-41.963;69.316234;-47.252531;0.005757;2.64;150.20;3.69e+00;
152;J0447-04;202.072;-29.657;71.750000;-4.583333;2.188190;29.83;*;*;
153;J0448-2749;228.347;-37.918;72.173198;-27.829649;0.450448;26.22;2.00;6.55e+00;
154;J0449-7031;282.286;-35.512;72.273625;-70.525472;0.479164;65.83;0.14;3.46e+02;
155;B0447-12;211.075;-32.629;72.536588;-12.801972;0.438014;37.04;1.20;3.76e+00;
156;J0451-67;278.410;-36.290;72.958333;-67.300000;0.245454;45.00;0.05;1.24e+02;
157;B0450-18;217.078;-34.087;73.142107;-17.989825;0.548939;39.90;16.80;2.69e+00;
158;J0453+1559;184.125;-17.137;73.439224;15.989252;0.045782;30.31;*;*;
159;J0454+45;160.719;1.212;73.725000;45.466667;1.389200;20.82;*;*;
160;B0450+55;152.617;7.547;73.532294;55.728177;0.340729;14.59;13.00;1.81e+01;
161;B0456-69;281.290;-35.187;73.948125;-69.859528;0.320423;94.89;*;*;
162;J0456-69;280.457;-35.334;74.125000;-69.166667;0.117073;103.00;*;*;
163;J0456-7031;282.049;-34.966;74.010417;-70.518500;0.800132;100.30;0.05;1.24e+02;
164;J0457+23;178.305;-12.005;74.275000;23.566667;0.504900;59.00;*;*;
165;J0457-6337;273.816;-36.701;74.282458;-63.625111;2.497012;27.50;0.18;3.18e-01;
166;J0457-69;281.143;-35.113;74.258333;-69.766667;0.231390;91.00;*;*;
167;J0458-0505;204.139;-27.348;74.654671;-5.084750;1.883480;47.81;*;*;
168;J0458-67;278.670;-35.518;74.745833;-67.716667;1.133900;97.00;*;*;
169;J0459-0210;201.444;-25.678;74.966422;-2.168509;1.133076;21.02;0.60;1.54e-02;
170;B0458+46;160.363;3.077;75.519004;46.901692;0.638565;41.83;2.50;4.36e+00;
171;B0502-66;276.869;-35.504;75.710542;-66.299667;0.691251;68.90;*;*;
172;J0509+0856;192.486;-17.931;77.342645;8.940285;0.004056;38.32;0.80;5.38e-01;
173;J0509+3801;168.275;-1.187;77.382450;38.021690;0.076541;69.08;*;*;
174;J0511-6508;275.250;-34.827;77.985417;-65.143472;0.322062;25.66;0.60;4.03e-01;
175;J0514-4002A;244.514;-35.036;78.527886;-40.046916;0.004991;52.15;*;*;
176;J0514-4408;249.515;-35.365;78.717458;-44.143717;0.320271;15.12;*;*;
177;J0517+2212;182.176;-9.012;79.321446;22.214417;0.222367;18.70;0.46;1.18e-02;
178;J0518+51;158.264;7.876;79.575000;51.416667;0.912500;39.15;*;*;
179;J0518+5416;155.916;9.557;79.721665;54.280557;0.340203;42.33;*;*;
180;J0519+44;164.464;3.754;79.750000;44.000000;0.515000;52.00;*;*;
181;J0519-6932;280.287;-33.254;79.945487;-69.539856;0.263212;119.40;0.14;3.46e+02;
182;J0520-2553;228.434;-30.543;80.150772;-25.886748;0.241642;33.77;0.80;4.53e+00;
183;J0521-68;279.124;-33.262;80.433333;-68.583333;0.433421;136.00;*;*;
184;J0522-6847;279.348;-33.168;80.596083;-68.783944;0.674532;126.45;0.19;4.69e+02;
185;B0523+11;192.695;-13.246;81.485201;11.255300;0.354438;79.42;1.70;5.76e+00;
186;B0529-66;276.974;-32.763;82.462167;-66.877278;0.975725;103.20;0.30;7.41e+02;
187;J0532-6639;276.675;-32.481;83.247958;-66.660361;0.642743;69.30;0.08;1.98e+02;
188;J0532-69;280.333;-32.163;83.016667;-69.766667;1.149196;124.00;*;*;
189;J0533+0402;200.084;-15.326;83.357583;4.033472;0.963018;83.70;0.70;3.30e+00;
190;J0533+6759;144.780;18.183;83.479750;67.988191;0.004388;57.37;*;*;
191;B0531+21;184.558;-5.784;83.633221;22.014461;0.033392;56.77;14.00;5.60e+01;
192;J0534-6703;277.129;-32.279;83.650708;-67.063556;1.817565;94.70;0.08;1.98e+02;
193;J0535-66;276.884;-32.197;83.916667;-66.866667;0.210524;75.00;*;*;
194;J0535-6935;280.076;-31.936;83.750000;-69.583333;0.200511;93.70;0.05;1.24e+02;
195;B0538-75;287.161;-30.821;84.128417;-75.731889;1.245856;18.58;8.40;1.65e-01;
196;J0537-69;279.768;-31.730;84.429167;-69.350000;0.112613;273.00;*;*;
197;J0537-6910;279.559;-31.745;84.447567;-69.172189;0.016122;*;0.00;0.00e+00;
198;J0538+2817;179.719;-1.686;84.604405;28.285878;0.143158;39.57;1.90;3.21e+00;
199;J0540+3207;176.719;0.761;85.154650;32.127028;0.524271;61.97;0.34;6.86e-01;
200;B0540-69;279.717;-31.516;85.046675;-69.331714;0.050570;146.50;0.02;5.93e+01;
201;J0540-7125;282.148;-31.236;85.128333;-71.425389;1.286015;29.41;0.30;9.08e-02;
202;J0542-68;278.449;-31.406;85.645833;-68.266667;0.425189;114.00;*;*;
203;B0540+23;184.363;-3.318;85.790250;23.484722;0.245975;77.70;10.70;2.60e+01;
204;J0543-6851;279.125;-31.235;85.969625;-68.857028;0.708954;131.00;0.22;5.43e+02;
205;J0545-03;208.094;-16.213;86.250000;-3.166667;1.073930;67.20;*;*;
206;J0546+2441;183.728;-2.045;86.619833;24.689167;2.843850;73.81;*;*;
207;J0550+09;197.055;-8.774;87.616667;9.850000;1.745000;86.60;*;*;
208;J0554+3107;179.058;2.697;88.520875;31.128056;0.464961;*;0.00;*;
209;J0555+3948;171.610;7.192;88.750000;39.800000;1.146906;37.00;*;*;
210;J0555-7056;281.460;-30.119;88.757708;-70.946000;0.827838;73.40;0.21;5.19e+02;
211;J0557+1550;192.684;-4.309;89.381038;15.835013;0.002556;102.57;0.05;1.67e-01;
212;J0557-2948;235.470;-23.989;89.387498;-29.804668;0.043643;49.05;*;*;
213;B0559-57;266.492;-29.343;90.193750;-57.948333;2.261365;30.00;*;*;
214;B0559-05;212.199;-13.481;90.495730;-5.464131;0.395969;80.54;2.60;1.13e+01;
215;J0605+3757;174.193;8.022;91.273100;37.959989;0.002728;20.95;*;*;
216;J0608+00;207.445;-9.171;92.204167;0.650000;1.076200;48.00;*;*;
217;J0609+16;193.424;-1.504;92.304167;16.566667;0.945800;84.00;*;*;
218;J0609+2130;189.192;1.040;92.495359;21.500789;0.055698;38.73;*;*;
219;J0610-2100;227.747;-18.184;92.556648;-21.007759;0.003861;60.67;0.40;4.25e+00;
220;J0611+04;204.655;-7.012;92.825000;4.100000;1.674430;69.90;*;*;
221;J0611+1436;195.378;-2.004;92.827704;14.614444;0.270329;45.70;1.10;8.71e-01;
222;J0611+30;181.624;5.496;92.816667;30.266667;1.412090;45.26;*;*;
223;B0609+37;175.450;9.093;93.202861;37.360377;0.297982;27.15;4.00;1.12e+00;
224;J0612+37216;175.442;9.080;93.183756;37.361174;0.443871;39.27;*;*;
225;J0613-0200;210.413;-9.305;93.433233;-2.013120;0.003062;38.78;2.25;1.37e+00;
226;J0613+3731;175.336;9.239;93.300625;37.527306;0.619198;18.99;0.13;4.69e-03;
227;B0611+22;188.795;2.394;93.570858;22.499124;0.334960;96.91;3.30;4.21e+01;
228;J0614-3329;240.501;-21.827;93.543116;-33.498366;0.003149;37.05;*;*;
229;J0614+83;130.353;25.833;93.500000;83.233333;1.039203;44.00;*;*;
230;J0621+0336;206.246;-5.058;95.296754;3.612644;0.269954;72.59;1.00;2.89e+00;
231;J0621+1002;200.570;-2.013;95.342143;10.044093;0.028854;36.47;1.90;3.35e-01;
232;J0621+2514;187.120;5.073;95.295226;25.234397;0.002722;83.63;*;*;
233;J0622+3749;175.877;10.958;95.543792;37.820444;0.333208;*;*;*;
234;J0623+0340;206.497;-4.459;95.944829;3.668556;0.613760;54.00;0.27;5.14e-01;
235;B0621-04;213.792;-8.036;96.083451;-4.414015;1.039076;70.83;1.40;5.27e+00;
236;J0625+10;200.878;-0.956;96.437500;10.266667;0.498397;78.00;0.09;2.31e-01;
237;J0627+0649;204.166;-2.085;96.973452;6.831703;0.346523;86.60;1.89;6.06e+00;
238;J0627+0706;203.902;-1.991;96.934087;7.109111;0.475885;138.25;1.39;7.29e+00;
239;J0627+16;195.793;2.124;96.804167;16.200000;2.180000;113.00;*;*;
240;J0628+0909;202.190;-0.851;97.150762;9.153861;1.241421;88.30;0.06;1.82e-01;
241;B0626+24;188.817;6.223;97.273864;24.261541;0.476623;84.18;3.20;3.12e+01;
242;J0630-0046;211.220;-5.020;97.612317;-0.768292;0.680575;97.30;0.41;1.81e+00;
243;J0630+19;193.071;4.303;97.516667;19.616667;1.248550;48.10;*;*;
244;B0628-28;236.952;-16.758;97.705852;-28.578550;1.244419;34.42;31.90;3.27e+00;
245;J0631+0646;204.678;-1.238;97.968250;6.770611;0.110979;195.20;*;*;
246;J0631+1036;201.219;0.450;97.864683;10.617361;0.287800;125.36;0.90;3.97e+00;
247;J0633+0632;205.093;-0.932;98.434208;6.543028;0.297395;*;*;*;
248;J0633+1746;195.134;4.266;98.475637;17.770252;0.237099;2.89;*;*;
249;J0635+0533;206.151;-1.043;98.825000;5.553056;0.033856;*;*;*;
250;J0636-3044;239.683;-16.344;99.287500;-30.845000;0.003946;16.00;*;*;
251;J0636-4549;254.547;-21.547;99.140600;-45.825728;1.984597;26.31;0.10;1.44e-02;
252;J0636+5129;163.909;18.643;99.020197;51.483324;0.002869;11.11;*;*;
253;J0645+5158;163.963;20.251;101.496176;51.970811;0.008853;18.25;0.29;4.53e-01;
254;J0645+80;133.945;26.465;101.500000;80.150000;0.657873;50.00;*;*;
255;J0646+0905;204.271;3.051;101.629146;9.097028;0.903913;149.00;3.60;2.29e+01;
256;J0647+0913;204.233;3.277;101.815333;9.233194;1.234854;154.70;0.18;1.28e+00;
257;J0652-0142;214.538;-0.613;103.046275;-1.708417;0.924054;116.30;0.41;2.21e+00;
258;J0653+4706;169.261;19.765;103.250000;47.100000;0.004750;25.54;*;*;
259;B0643+80;133.178;26.828;103.312875;80.866728;1.214441;33.32;0.40;2.21e+00;
260;J0656-2228;233.655;-8.982;104.125862;-22.473764;1.224754;32.39;3.00;7.87e+00;
261;J0656-5449;264.795;-21.141;104.204125;-54.820811;0.183157;67.50;0.40;5.48e-02;
262;J0658+0022;213.374;1.688;104.563371;0.376472;0.563295;122.00;0.13;7.24e-01;
263;B0656+14;201.108;8.258;104.950817;14.238722;0.384929;13.94;2.70;2.24e-01;
264;B0655+64;151.551;25.237;105.157508;64.303111;0.195671;8.77;0.30;5.04e-02;
265;J0702-4956;260.190;-18.723;105.663750;-49.942833;0.665994;98.70;*;*;
266;J0709+0458;210.498;6.200;107.284856;4.980971;0.034429;44.27;*;*;
267;J0709-5923;270.029;-20.899;107.385554;-59.398778;0.485268;65.00;0.30;4.11e-02;
268;J0711+0931;206.674;8.776;107.900750;9.523611;1.214090;46.24;0.04;5.48e-02;
269;J0711-6830;279.531;-23.280;107.975788;-68.513171;0.005491;18.41;3.70;4.48e-02;
270;J0719-2545;238.934;-5.826;109.780750;-25.750064;0.974725;253.89;0.80;7.70e+01;
271;J0721-2038;234.669;-2.922;110.428770;-20.635295;0.015542;76.10;0.21;1.51e+00;
272;J0725-1635;231.473;-0.330;111.251684;-16.596060;0.424311;98.98;0.33;2.55e+00;
273;J0729-1448;230.392;1.424;112.318542;-14.810222;0.251659;91.70;0.83;5.96e+00;
274;B0727-18;233.760;-0.341;112.384737;-18.611734;0.510160;61.29;1.90;7.60e+00;
275;J0732+2314;195.931;19.035;113.156315;23.248392;0.004090;44.67;*;*;
276;J0733-2345;238.713;-2.030;113.352500;-23.765611;1.796250;194.00;0.07;1.22e+00;
277;J0734-1559;231.969;1.858;113.500000;-15.983333;0.156250;*;*;*;
278;J0737-2202;237.685;-0.318;114.433629;-22.034811;0.320366;95.70;0.47;4.40e+00;
279;J0737-3039A;245.236;-4.505;114.463535;-30.661310;0.022699;48.92;1.60;1.94e+00;
280;J0737-3039B;245.236;-4.505;114.463535;-30.661310;2.773461;48.92;1.30;1.57e+00;
281;B0736-40;254.193;-9.192;114.634425;-40.710950;0.374921;160.90;99.70;2.55e+02;
282;J0740+41;178.179;26.329;115.250000;41.066667;0.003139;20.83;*;*;
283;J0740+6620;149.730;29.599;115.190820;66.342665;0.002886;14.96;*;*;
284;B0740-28;243.773;-2.444;115.704408;-28.378822;0.166762;73.73;26.00;1.04e+02;
285;J0742+43;175.550;27.192;115.650000;43.550000;0.606200;36.23;*;*;
286;B0743-53;266.630;-14.275;116.259583;-53.856111;0.214836;121.38;5.00;1.62e+00;
287;J0746-4529;259.203;-10.103;116.747992;-45.490736;2.791025;134.57;0.20;1.31e-01;
288;J0747+6646;149.218;30.283;116.915364;66.782435;0.407701;27.58;*;*;
289;J0749-4247;257.066;-8.349;117.456979;-42.795039;1.095452;104.59;0.50;1.57e-01;
290;J0749-68;281.031;-20.014;117.708333;-68.740833;0.915171;26.00;4.10;4.96e-02;
291;J0750+57;160.557;30.327;117.500000;57.000000;1.174875;27.00;*;*;
292;J0751+1807;202.730;21.086;117.788147;18.127357;0.003479;30.25;3.20;3.94e+00;
293;J0753-0816;227.607;9.771;118.387500;-8.326389;2.093620;38.00;*;*;
294;B0751+32;188.187;26.721;118.669533;32.532278;1.442349;39.99;0.60;1.28e+00;
295;B0756-15;234.464;7.224;119.621128;-15.469094;0.682265;63.33;2.60;1.91e+01;
296;J0802-09;230.065;10.786;120.500000;-9.916667;0.571256;21.30;*;*;
297;J0804-3647;253.331;-2.872;121.092500;-36.793194;2.191987;196.00;0.29;3.25e+00;
298;J0806+08;213.920;20.334;121.520833;8.283333;2.063100;46.00;*;*;
299;J0807-5421;268.727;-11.594;121.946604;-54.357350;0.526644;165.03;0.40;3.17e-01;
300;J0808-3937;256.134;-3.759;122.048458;-39.631361;0.866349;165.00;0.21;1.42e+00;
301;B0808-47;263.301;-7.957;122.432646;-47.898528;0.547202;228.30;2.60;1.10e+02;
302;J0811+37;183.676;31.217;122.800000;37.466667;1.248300;16.95;*;*;
303;J0812-3905;256.111;-2.811;123.061675;-39.096922;0.482596;327.00;0.38;1.29e+01;
304;J0813+22;200.909;27.480;123.475000;22.016667;0.531400;52.29;*;*;
305;B0809+74;139.998;31.618;123.747917;74.484917;1.292241;5.75;10.00;1.87e+00;
306;J0815+0939;213.626;22.950;123.786567;9.664083;0.645161;52.66;*;*;
307;J0818-3049;249.983;2.908;124.705417;-30.825278;0.763742;133.70;0.33;6.10e-02;
308;J0818-3232;251.358;1.875;124.608063;-32.541814;2.161259;131.80;1.40;3.23e-01;
