num;NAME;Gl;Gb;RAJD;DECJD;P0;DM;S1400;R_LUM14;
num;;(deg);(deg);(deg);(deg);(s);(cm^-3pc);(mJy);(mJykpc^2);
1337;J1732-1930;6.417;7.563;263.083440;-19.502382;0.483770;72.43;0.30;2.08e+00;
1338;J1732-3131;356.307;1.007;263.139750;-31.523056;0.196543;15.44;*;*;
1339;J1732-3426;353.818;-0.507;263.029917;-34.434722;0.332887;513.50;0.24;4.50e+00;
1340;J1732-35;353.318;-0.926;263.125000;-35.083333;0.126690;340.00;0.13;2.12e+00;
1341;J1732-3729;351.288;-2.211;263.086708;-37.484722;2.184001;317.00;0.31;3.71e+01;
1342;B1729-41;347.980;-4.462;263.208333;-41.480000;0.627981;195.30;1.10;5.75e+01;
1343;J1732-4156;347.589;-4.709;263.203583;-41.941556;0.323434;228.70;0.22;2.92e+01;
1344;J1732-5049;340.029;-9.454;263.199028;-50.816720;0.005313;56.84;1.70;5.94e+00;
1345;B1730-22;4.029;5.749;263.360157;-22.477009;0.871683;41.14;4.00;4.84e+00;
1346;J1733-2533;1.428;4.092;263.357750;-25.553056;0.659794;242.00;0.10;1.45e+01;
1347;J1733-2837;358.857;2.402;263.391250;-28.625833;0.768185;225.00;0.07;1.57e+00;
1348;J1733-3030;357.320;1.301;263.495375;-30.513611;0.362052;636.00;0.20;8.50e+01;
1349;J1733-3322;354.917;-0.238;263.480042;-33.367500;1.245915;524.00;0.80;1.44e+01;
1350;B1730-37;351.577;-2.284;263.361512;-37.282008;0.337594;153.18;3.60;3.57e+01;
1351;J1733-4005;349.266;-3.895;263.494333;-40.094361;0.561778;317.80;0.49;1.81e+02;
1352;J1733-5515;336.188;-11.801;263.251667;-55.261111;1.011234;83.90;0.30;5.34e+00;
1353;B1732-02;21.904;15.928;263.690254;-2.210854;0.839394;65.05;*;*;
1354;J1734-2415;2.678;4.551;263.673333;-24.255556;0.612524;126.30;0.29;3.43e+00;
1355;J1734-3058;357.031;0.893;263.711829;-30.978167;0.541286;260.00;0.11;1.54e+00;
1356;J1734-3333;354.819;-0.433;263.612083;-33.555556;1.169341;578.00;0.49;9.75e+00;
1357;J1735-0243;21.564;15.448;263.950417;-2.730000;0.782887;55.40;*;*;
1358;B1732-07;17.271;13.284;263.770721;-7.414481;0.419335;73.51;2.30;1.02e+02;
1359;J1735-3258;355.479;-0.381;263.987083;-32.971944;0.350963;758.00;0.35;8.65e+00;
1360;J1735+63;92.701;32.554;263.775000;63.316667;0.510700;41.81;*;*;
1361;J1736+05;29.592;19.208;264.225000;5.800000;0.999245;42.00;*;*;
1362;J1736-2457;2.331;3.775;264.189333;-24.963889;2.642223;170.00;0.84;1.70e+01;
1363;J1736-2819;359.446;2.036;264.103042;-28.328333;1.592419;261.00;0.16;5.78e+00;
1364;J1736-3511;353.614;-1.598;264.011250;-35.198889;0.502803;106.00;0.18;1.25e+00;
1365;J1737-0811;16.933;12.318;264.446301;-8.185802;0.004175;55.31;*;*;
1366;J1737-3102;357.298;0.373;264.390542;-31.033472;0.768672;280.00;0.60;7.78e+00;
1367;J1737-3137;356.744;0.145;264.267875;-31.622500;0.450432;488.10;0.88;1.52e+01;
1368;J1737-3320;355.308;-0.795;264.293792;-33.338889;0.816273;804.00;0.35;6.27e+01;
1369;B1734-35;353.175;-2.268;264.416829;-35.928833;0.397585;89.41;1.00;6.20e+00;
1370;J1738+0333;27.721;17.742;264.724867;3.553023;0.005850;33.77;0.67;1.45e+00;
1371;J1738+04;28.392;18.207;264.604167;4.333333;1.391790;23.60;*;*;
1372;J1738-2330;3.731;4.280;264.536667;-23.513056;1.978847;99.30;1.05;8.65e+00;
1373;J1738-2647;0.940;2.544;264.520958;-26.796111;0.349591;182.20;0.44;7.51e+00;
1374;J1738-2736;0.272;2.081;264.560950;-27.607167;0.627716;323.60;0.17;2.44e+01;
1375;J1738-2955;358.380;0.724;264.717667;-29.930833;0.443398;223.40;0.24;2.87e+00;
1376;J1738-3107;357.358;0.100;264.697500;-31.128889;0.549498;735.00;0.26;5.97e+00;
1377;B1735-32;356.466;-0.491;264.725772;-32.198235;0.768499;49.59;2.40;3.87e+00;
1378;J1738-3316;355.525;-1.003;264.643542;-33.267111;0.730373;273.00;0.55;7.78e+00;
1379;J1739+0612;30.261;18.858;264.824858;6.207889;0.234169;101.50;0.80;5.00e+02;
1380;J1739-1313;12.794;9.297;264.990921;-13.221833;1.215698;58.20;0.90;4.80e-01;
1381;J1739-2521;2.327;3.027;264.885954;-25.365556;1.818461;186.40;*;*;
1382;B1736-29;359.206;1.064;264.892896;-29.050806;0.322888;138.55;4.50;3.81e+01;
1383;J1739-3023;358.086;0.336;264.915833;-30.386667;0.114368;170.50;1.01;9.52e+00;
1384;J1739-3049;357.680;0.152;264.846750;-30.827778;0.239317;573.20;0.50;9.59e+00;
1385;B1736-31;357.096;-0.220;264.851267;-31.520916;0.529441;600.10;6.20;1.21e+02;
1386;J1739-3159;356.739;-0.547;264.952833;-31.996944;0.877561;337.00;1.40;2.01e+01;
1387;J1739-3951;350.039;-4.690;264.909375;-39.866750;0.341772;24.60;0.12;7.30e-02;
1388;J1740+1000;34.011;20.268;265.108125;10.001750;0.154087;23.90;2.70;4.08e+00;
1389;B1737+13;37.085;21.679;265.030606;13.199081;0.803050;48.67;2.10;3.67e+01;
1390;J1740-2540;2.212;2.633;265.188833;-25.671944;1.692656;333.00;0.16;3.63e+01;
1391;J1740+27;51.439;26.720;265.125000;27.216667;1.058200;35.46;*;*;
1392;B1737-30;358.294;0.238;265.140917;-30.262083;0.606887;151.96;8.90;1.42e+00;
1393;J1740-3052;357.811;-0.132;265.208338;-30.867861;0.570313;738.78;0.70;1.58e+01;
1394;J1740-3327;355.564;-1.436;265.107167;-33.464861;0.515001;274.10;0.30;5.27e+00;
1395;J1740-5340A;338.165;-11.967;265.185788;-53.678028;0.003650;71.80;*;*;
1396;B1738-08;16.955;11.304;265.344012;-8.675475;2.043082;74.90;1.40;1.79e+01;
1397;J1741+1351;37.885;21.641;265.379770;13.862254;0.003747;24.20;0.93;1.08e+00;
1398;J1741-2054;6.422;4.907;265.488667;-20.903278;0.413700;4.70;0.16;1.44e-02;
1399;J1741-2719;0.907;1.604;265.396083;-27.323056;0.346797;361.90;0.20;2.67e+01;
1400;J1741-2733;0.636;1.582;265.255583;-27.564167;0.892959;149.20;1.80;1.70e+01;
1401;J1741+2758;52.347;26.663;265.472958;27.969167;1.360738;29.14;*;*;
1402;J1741-2945;358.798;0.380;265.310292;-29.759722;0.223558;310.30;0.60;8.26e+00;
1403;J1741-3016;358.346;0.130;265.279333;-30.275278;1.893749;382.00;2.00;3.00e+01;
1404;J1741-34;355.002;-2.146;265.475000;-34.316667;0.875137;241.00;0.20;4.14e+00;
1405;J1741+38;64.271;29.690;265.300000;38.900000;0.828900;47.26;*;*;
1406;B1737-39;350.555;-4.749;265.325329;-39.460611;0.512212;158.50;5.50;1.17e+02;
1407;J1742-3957;350.209;-5.135;265.518458;-39.956111;1.016349;186.00;0.14;9.09e+00;
1408;J1742-4616;344.790;-8.462;265.608750;-46.281528;0.412401;115.96;1.50;4.86e+01;
1409;B1740-03;21.649;13.400;265.784105;-3.653189;0.444645;30.26;0.50;2.00e-02;
1410;J1743+05;30.045;17.651;265.816667;5.483333;1.473630;56.10;*;*;
1411;B1740-13;12.699;8.205;265.906759;-13.860546;0.405337;116.30;0.50;6.12e+00;
1412;J1743-2442;3.333;2.640;265.833833;-24.715278;1.242508;239.00;0.14;5.90e+00;
1413;B1740-31;357.299;-1.148;265.902857;-31.839360;2.414576;193.05;2.10;2.33e+01;
1414;J1743-3153;357.221;-1.109;265.814854;-31.884806;0.193105;505.70;0.60;4.67e+01;
1415;J1743-35;354.095;-2.994;265.775000;-35.533333;0.569980;174.00;0.05;8.04e-01;
1416;J1743-4212;348.381;-6.464;265.771763;-42.200667;0.306167;131.94;1.90;4.77e+01;
1417;J1744-1134;14.794;9.180;266.122524;-11.581856;0.004075;3.14;3.20;4.99e-01;
1418;J1744-1610;10.773;6.885;266.068892;-16.176611;1.757206;66.67;*;*;
1419;J1744-2335;4.463;2.937;266.201958;-23.598611;1.683507;96.66;0.20;1.48e+00;
1420;J1744-3130;357.641;-1.059;266.023675;-31.501111;1.066061;192.90;0.70;7.62e+00;
1421;J1744-3922;350.908;-5.155;266.011146;-39.372528;0.172444;148.10;0.11;2.27e+00;
1422;J1744-5337;338.499;-12.447;266.162167;-53.630833;0.355666;108.85;0.40;3.08e+01;
1423;J1744-7619;317.108;-22.459;266.002033;-76.320753;0.004688;*;*;*;
1424;J1745-0129;23.838;14.025;266.258583;-1.488361;1.045407;90.10;*;*;
1425;J1745-0952;16.371;9.895;266.288062;-9.877689;0.019376;64.47;0.38;2.01e-02;
1426;J1745+1017;34.869;19.254;266.390988;10.297923;0.002652;23.97;*;*;
1427;J1745+12;37.344;20.298;266.425000;12.850000;1.059900;66.32;*;*;
1428;J1745-2229;5.470;3.422;266.319625;-22.487222;1.160593;299.00;0.13;3.15e+01;
1429;J1745-2910;359.763;-0.054;266.316667;-29.166667;0.982000;1088.00;*;*;
1430;J1745-2912;359.788;-0.175;266.449293;-29.208550;0.187379;1130.00;*;*;
1431;B1742-30;358.553;-0.963;266.484636;-30.673108;0.367432;88.37;21.00;8.40e-01;
1432;J1745-3812;352.036;-4.751;266.314250;-38.202028;0.698353;160.80;0.20;4.61e+00;
1433;J1745+42;68.962;29.639;266.450000;42.883333;0.305100;38.00;*;*;
1434;J1746+2540;50.274;25.031;266.528625;25.677083;1.058148;51.20;*;*;
1435;J1746-27;0.971;0.494;266.500000;-27.850000;0.487528;422.00;0.15;2.58e+00;
1436;J1746-2849;0.134;-0.030;266.513989;-28.837051;1.478480;1456.00;0.40;2.70e+01;
1437;J1746-2850;0.134;-0.044;266.527500;-28.845000;1.077101;962.70;0.80;2.52e+01;
1438;J1746-2856;0.126;-0.233;266.707728;-28.949719;0.945224;1168.00;*;*;
1439;J1746-3239;356.957;-2.175;266.728946;-32.665500;0.199541;*;*;*;
1440;J1747-1030;16.174;8.983;266.992958;-10.501389;1.578793;128.00;*;*;
1441;J1747-2647;2.054;0.758;266.878725;-26.787222;0.500254;570.00;1.54;5.81e+01;
1442;J1747-2802;0.971;0.121;266.860625;-28.043611;2.780079;835.00;0.50;1.33e+01;
1443;J1747-2809;0.869;0.076;266.845000;-28.154167;0.052153;1133.00;*;*;
1444;J1747-2958;359.305;-0.841;266.816175;-29.966944;0.098814;101.50;0.25;1.59e+00;
1445;J1747-4036;350.208;-6.412;266.952985;-40.615219;0.001646;152.96;0.90;4.60e+01;
1446;B1745-12;14.016;7.656;267.072532;-13.014468;0.394133;99.36;2.00;1.15e+01;
1447;B1745-20A;7.728;3.801;267.219538;-20.361028;0.288603;219.40;0.37;2.51e+01;
1448;J1748-2021B;7.729;3.800;267.220637;-20.360794;0.016760;220.92;*;*;
1449;J1748-2021C;7.721;3.804;267.213222;-20.364947;0.006227;226.95;*;*;
1450;J1748-2021D;7.734;3.809;267.215194;-20.352059;0.013496;224.98;*;*;
1451;J1748-2021E;7.731;3.802;267.220002;-20.358161;0.016264;224.10;*;*;
1452;J1748-2021F;7.727;3.802;267.218058;-20.360925;0.003794;220.43;*;*;
1453;J1748-2444;3.955;1.564;267.202135;-24.743601;0.442838;207.33;0.34;5.04e+00;
1454;B1744-24A;3.836;1.696;267.009396;-24.776917;0.011563;242.15;0.61;1.85e+01;
1455;J1748-2446aa;3.839;1.687;267.020000;-24.779167;0.005788;237.42;*;*;
1456;J1748-2446ab;3.839;1.687;267.020000;-24.779167;0.005120;238.34;*;*;
1457;J1748-2446ac;3.839;1.687;267.020000;-24.779167;0.005087;238.72;*;*;
1458;J1748-2446ad;3.839;1.687;267.020000;-24.779167;0.001396;235.60;*;*;
1459;J1748-2446ae;3.839;1.687;267.020000;-24.779167;0.003659;238.75;*;*;
1460;J1748-2446af;3.839;1.687;267.020000;-24.779167;0.003304;237.34;*;*;
1461;J1748-2446ag;3.839;1.687;267.020000;-24.779167;0.004448;237.75;*;*;
1462;J1748-2446ah;3.839;1.687;267.020000;-24.779167;0.004965;237.75;*;*;
1463;J1748-2446ai;3.839;1.687;267.020000;-24.779167;0.021228;233.90;*;*;
1464;J1748-2446aj;3.842;1.688;267.020883;-24.776347;0.002959;238.63;0.03;6.58e-01;
1465;J1748-2446ak;3.839;1.692;267.015358;-24.777175;0.001890;236.71;0.03;5.76e-01;
1466;J1748-2446C;3.841;1.689;267.018917;-24.776667;0.008436;237.00;*;*;
1467;J1748-2446D;3.839;1.687;267.020000;-24.779167;0.004714;243.83;*;*;
1468;J1748-2446E;3.839;1.687;267.020000;-24.779167;0.002198;236.84;*;*;
1469;J1748-2446F;3.839;1.687;267.020000;-24.779167;0.005540;239.18;*;*;
1470;J1748-2446G;3.839;1.687;267.020000;-24.779167;0.021672;237.57;*;*;
1471;J1748-2446H;3.839;1.687;267.020000;-24.779167;0.004926;238.13;*;*;
1472;J1748-2446I;3.839;1.687;267.020000;-24.779167;0.009570;238.73;*;*;
1473;J1748-2446J;3.839;1.687;267.020000;-24.779167;0.080338;234.35;*;*;
1474;J1748-2446K;3.839;1.687;267.020000;-24.779167;0.002970;234.81;*;*;
1475;J1748-2446L;3.839;1.687;267.020000;-24.779167;0.002245;237.74;*;*;
1476;J1748-2446M;3.839;1.687;267.020000;-24.779167;0.003570;238.65;*;*;
1477;J1748-2446N;3.839;1.687;267.020000;-24.779167;0.008667;238.47;*;*;
1478;J1748-2446O;3.839;1.687;267.020000;-24.779167;0.001677;236.38;*;*;
1479;J1748-2446P;3.839;1.687;267.020000;-24.779167;0.001729;238.79;*;*;
1480;J1748-2446Q;3.839;1.687;267.020000;-24.779167;0.002812;234.50;*;*;
1481;J1748-2446R;3.839;1.687;267.020000;-24.779167;0.005029;237.60;*;*;
1482;J1748-2446S;3.839;1.687;267.020000;-24.779167;0.006117;236.26;*;*;
1483;J1748-2446T;3.839;1.687;267.020000;-24.779167;0.007085;237.70;*;*;
1484;J1748-2446U;3.839;1.687;267.020000;-24.779167;0.003289;235.50;*;*;
1485;J1748-2446V;3.839;1.687;267.020000;-24.779167;0.002073;239.11;*;*;
1486;J1748-2446W;3.839;1.687;267.020000;-24.779167;0.004205;239.14;*;*;
1487;J1748-2446X;3.839;1.687;267.020000;-24.779167;0.002999;240.03;*;*;
1488;J1748-2446Y;3.839;1.687;267.020000;-24.779167;0.002048;239.11;*;*;
1489;J1748-2446Z;3.839;1.687;267.020000;-24.779167;0.002463;238.85;*;*;
1490;J1748-30;359.117;-1.141;267.000000;-30.283333;0.382735;584.00;0.16;3.06e+01;
1491;J1748-3009;359.272;-1.147;267.099125;-30.153389;0.009684;420.20;1.40;3.57e+01;
1492;J1749+16;41.208;20.900;267.370833;16.400000;2.311650;59.60;*;*;
1493;J1749-2347;4.828;1.967;267.315042;-23.788056;0.874486;344.00;0.13;2.08e+01;
1494;J1749-2629;2.505;0.593;267.297000;-26.486111;1.335388;409.00;0.70;1.23e+01;
1495;B1746-30;359.459;-1.244;267.306221;-30.043034;0.609874;509.40;4.10;6.64e+02;
1496;J1749-4931;342.522;-11.095;267.349042;-49.533056;0.445822;55.29;0.10;3.92e-01;
1497;J1749-5417;338.275;-13.427;267.446083;-54.291861;0.307577;69.00;0.32;3.45e+00;
1498;B1745-56;336.637;-14.262;267.435417;-56.088611;1.332310;58.00;*;*;
1499;J1749+59;88.590;30.894;267.400000;59.850000;0.436000;45.09;*;*;
1500;J1750+07;32.841;16.925;267.666667;7.550000;1.908810;55.40;*;*;
1501;J1750-2438;4.291;1.185;267.749113;-24.649444;0.712794;476.00;0.50;8.26e+01;
1502;J1750-2444;4.136;1.255;267.595667;-24.746389;0.899377;331.00;0.27;6.38e+00;
1503;J1750-2536;3.413;0.778;267.639125;-25.611944;0.034749;178.40;0.40;4.15e+00;
1504;J1750-28;0.663;-0.737;267.516667;-28.750000;1.300513;388.00;0.09;1.49e+00;
1505;B1747-31;357.982;-2.516;267.697161;-31.962261;0.910363;206.34;1.70;3.20e+01;
1506;J1750-3503;355.314;-4.082;267.685421;-35.052472;0.684014;189.35;0.79;2.71e+01;
1507;J1750-3703A;353.532;-5.009;267.557507;-37.053042;0.111601;233.82;*;*;
1508;J1750-3703B;353.526;-5.006;267.550738;-37.056369;0.006075;234.39;*;*;
1509;J1750-3703C;353.533;-5.007;267.556059;-37.051550;0.026569;230.67;*;*;
1510;J1750-3703D;353.532;-5.006;267.554570;-37.051769;0.005140;230.09;*;*;
1511;J1751-2516;3.852;0.692;267.969292;-25.278611;0.394836;556.00;0.22;5.90e+00;
1512;J1751-2857;0.646;-1.124;267.886222;-28.962922;0.003915;42.84;0.06;7.13e-02;
1513;J1751-3323;356.829;-3.382;267.886354;-33.394333;0.548227;296.70;1.90;3.87e+02;
1514;B1747-46;345.002;-10.178;267.925817;-46.957369;0.742354;20.40;6.60;3.61e+00;
1515;J1752+2359;49.098;23.074;268.147583;23.996722;0.409051;36.20;*;*;
1516;J1752-2410;4.930;1.039;268.244758;-24.173889;0.191037;508.30;0.47;7.23e+01;
1517;B1749-28;1.540;-0.961;268.244540;-28.110361;0.562558;50.37;47.80;1.91e+00;
1518;J1752-2821;1.267;-0.976;268.102292;-28.352778;0.640229;516.30;0.32;9.47e+00;
1519;J1753-12;14.608;6.703;268.220833;-12.983333;0.405454;73.20;*;*;
1520;J1753-1914;9.251;3.412;268.396546;-19.249444;0.062955;105.30;0.13;1.10e+00;
1521;J1753-2240;6.299;1.663;268.416029;-22.678333;0.095138;158.60;0.15;1.56e+00;
1522;B1750-24;4.274;0.512;268.377579;-25.006998;0.528336;672.00;2.30;6.49e+01;
1523;J1753-38;352.277;-6.368;268.250000;-38.816667;0.666804;168.00;*;*;
1524;J1754+0032;26.930;12.844;268.716667;0.609167;0.004411;70.00;*;*;
1525;J1754-2422;4.947;0.618;268.652333;-24.373333;2.090248;738.00;*;*;
1526;J1754-3014;359.862;-2.332;268.625754;-30.250833;1.320490;89.70;*;*;
1527;J1754-3443;355.994;-4.607;268.655717;-34.731639;0.361691;187.70;0.49;2.47e+01;
1528;J1754-3510;355.635;-4.882;268.727567;-35.178611;0.392704;82.30;0.47;3.10e+00;
1529;B1753+52;79.608;29.628;268.595445;52.020068;2.391397;35.01;1.60;6.25e+01;
1530;J1755-0903;18.324;8.150;268.793183;-9.064333;0.190710;63.70;*;*;
1531;J1755-1650;11.527;4.291;268.798533;-16.844722;0.733744;159.90;0.13;2.77e+00;
1532;J1755-2025;8.480;2.416;268.899171;-20.416667;0.322231;364.30;0.18;4.59e+01;
1533;J1755-2521;4.255;-0.150;268.998792;-25.357500;1.175968;252.00;0.70;8.28e+00;
1534;J1755-25211;4.183;-0.016;268.830458;-25.352500;1.004513;835.00;0.17;4.34e+00;
1535;J1755-2534;4.047;-0.229;268.957583;-25.577500;0.233541;590.00;0.17;3.29e+00;
1536;J1755-2550;3.799;-0.323;268.910000;-25.839444;0.315196;750.90;0.20;4.78e+00;
1537;J1755-26;3.618;-0.333;268.817875;-26.000000;0.430872;405.00;0.14;2.18e+00;
1538;J1755-2725;2.432;-1.135;268.924500;-27.429167;0.261955;115.00;0.50;3.65e+00;
1539;J1755-33;357.109;-4.102;268.800000;-33.516667;0.959466;266.50;0.20;3.96e+01;
1540;J1755-3716;353.882;-6.041;268.897693;-37.269661;0.012786;167.60;0.53;3.55e+01;
1541;J1756+1822;43.836;20.185;269.073262;18.382028;0.744001;70.80;0.01;8.75e+00;
1542;J1756-2225;6.835;1.237;269.106500;-22.430000;0.404980;329.00;0.25;5.71e+00;
1543;J1756-2251;6.499;0.948;269.194308;-22.866486;0.028462;121.20;0.60;3.20e-01;
1544;B1753-24;5.027;0.044;269.241306;-24.592864;0.670480;367.10;2.00;2.93e+01;
1545;J1756-25;4.241;-0.342;269.175000;-25.466667;0.855986;706.00;0.20;4.55e+00;
1546;J1756-2619;3.574;-0.891;269.330792;-26.318889;0.724514;534.00;0.10;2.61e+00;
1547;J1757-1500;13.367;4.785;269.303133;-15.007917;0.179354;150.00;0.09;1.60e+00;
1548;J1757-16;12.151;4.034;269.354167;-16.433333;0.451273;132.20;*;*;
1549;J1757-1854;9.966;2.877;269.265768;-18.900938;0.021497;378.20;0.25;9.56e+01;
1550;J1757-2223;7.029;0.970;269.461550;-22.396944;0.185310;239.30;0.80;1.11e+01;
1551;B1754-24;5.281;0.054;269.372182;-24.368735;0.234106;179.45;7.20;7.01e+01;
1552;J1757-27;2.400;-1.721;269.478313;-27.750000;0.017687;334.00;0.07;4.63e+00;
1553;J1757-5322;339.637;-13.980;269.313173;-53.373996;0.008870;30.82;*;*;
1554;J1758-1931;9.544;2.353;269.523333;-19.528056;0.692552;207.00;0.38;7.83e+00;
1555;J1758-2206;7.378;0.933;269.685208;-22.112500;0.430278;678.00;0.41;9.30e+01;
1556;J1758-2540;4.263;-0.807;269.633083;-25.680278;2.107263;218.20;0.65;7.56e+00;
1557;J1758-2630;3.555;-1.225;269.642792;-26.502778;1.202893;328.00;0.41;7.76e+00;
1558;J1758-2846;1.556;-2.294;269.564208;-28.767222;0.766706;66.60;0.20;8.08e-01;
1559;J1758+3030;56.265;24.032;269.607833;30.506667;0.947256;35.07;*;*;
1560;J1759-1029;17.596;6.504;269.892917;-10.499167;2.512263;110.00;*;*;
1561;J1759-1736;11.378;3.028;269.867333;-17.602778;0.798452;206.00;0.12;2.90e+00;
1562;J1759-1903;10.142;2.260;269.924000;-19.055278;0.731505;467.00;0.16;7.61e+01;
1563;J1759-1940;9.634;1.901;269.987667;-19.674722;0.254720;302.70;0.90;5.75e+01;
1564;J1759-1956;9.366;1.845;269.897583;-19.935556;2.843389;236.40;0.41;8.75e+00;
1565;B1756-22;7.472;0.810;269.850654;-22.092509;0.460974;177.16;1.30;1.38e+01;
1566;J1759-2302;6.702;0.257;269.955125;-23.035556;0.810718;889.00;1.30;4.34e+01;
1567;J1759-2307;6.593;0.275;269.878938;-23.121389;0.558889;812.60;0.70;2.00e+01;
1568;J1759-24;5.789;-0.156;269.850000;-24.033333;1.457739;772.00;0.50;1.19e+01;
1569;J1759-2549;4.261;-1.082;269.896333;-25.818611;0.956549;431.00;0.60;1.45e+01;
1570;J1759-2922;1.202;-2.887;269.951025;-29.368674;0.574400;79.42;0.56;3.28e+00;
1571;J1759-3107;359.629;-3.673;269.841900;-31.122639;1.078953;128.60;0.91;8.75e+00;
1572;J1800-0125;25.749;10.678;270.092000;-1.425167;0.783185;50.00;0.14;3.07e-01;
1573;J1800-2114;8.306;1.073;270.051250;-21.238611;1.799272;641.00;0.30;7.79e+01;
1574;B1757-23;6.132;-0.118;270.000000;-23.716667;1.030820;280.00;*;*;
1575;J1800+5034;78.130;28.440;270.184884;50.572712;0.578375;22.71;*;*;
1576;B1758-03;23.596;9.257;270.344418;-3.965285;0.921491;120.37;0.70;2.31e+01;
1577;J1801-0857A;19.225;6.762;270.460885;-8.958847;0.007176;182.56;0.04;1.87e+00;
1578;J1801-0857B;19.225;6.762;270.460691;-8.959114;0.028962;182.39;0.01;6.22e-01;
1579;J1801-0857C;19.225;6.762;270.461420;-8.959083;0.003739;182.26;0.01;6.22e-01;
1580;J1801-0857D;19.237;6.746;270.480689;-8.956758;0.004227;174.71;*;*;
1581;J1801-1417;14.546;4.162;270.462806;-14.292924;0.003625;57.26;0.17;2.06e-01;
1582;J1801-1855;10.447;1.978;270.342917;-18.930278;2.550498;484.00;0.47;1.89e+02;
1583;J1801-1909;10.295;1.781;270.444542;-19.160000;1.108725;264.00;0.50;1.20e+01;
1584;J1801-2115;8.446;0.794;270.385375;-21.255000;0.438113;778.80;0.19;4.20e+01;
1585;J1801-2154;7.831;0.552;270.284708;-21.908889;0.375297;386.00;0.21;3.58e+00;
1586;B1758-23;6.837;-0.066;270.332562;-23.079066;0.415827;1073.90;7.00;1.12e+02;
1587;B1757-24;5.254;-0.882;270.250067;-24.857639;0.124924;291.55;1.46;2.11e+01;
1588;B1758-29;1.436;-3.249;270.445150;-29.344048;1.081908;125.61;2.60;2.36e+01;
1589;J1801-3210;358.922;-4.577;270.357873;-32.181587;0.007454;177.71;0.32;1.19e+01;
1590;J1801-3458;356.517;-6.023;270.469417;-34.976944;1.385604;146.00;0.11;3.86e+00;
1591;J1802+0128;28.612;11.562;270.614375;1.473250;0.554262;97.97;*;*;
1592;J1802+03;30.608;12.488;270.683333;3.633333;0.664300;77.00;*;*;
1593;J1802-0523;22.425;8.398;270.550583;-5.391389;1.680573;121.00;0.15;2.48e+00;
1594;J1802-1745;11.573;2.377;270.561875;-17.754722;0.514671;264.20;0.21;9.15e+00;
1595;J1802-2124;8.382;0.611;270.522232;-21.401014;0.012648;149.63;0.77;4.45e-01;
1596;J1802-2426;5.731;-0.886;270.512917;-24.445278;0.569007;711.00;0.60;9.95e+01;
1597;J1802-3346;357.675;-5.629;270.730000;-33.779167;2.461052;217.00;0.20;3.74e+01;
1598;J1803-1616;13.020;2.827;270.894500;-16.275000;0.536596;388.10;0.16;5.79e+01;
1599;J1803-1857;10.730;1.428;270.996083;-18.955278;2.864338;392.00;0.40;4.65e+01;
1600;J1803-1920;10.334;1.338;270.872667;-19.344722;0.443649;436.10;0.27;4.24e+01;
1601;B1800-21;8.395;0.146;270.964210;-21.618709;0.133667;233.99;9.60;1.86e+02;
1602;J1803-2149;8.140;0.187;270.790133;-21.820278;0.106332;*;*;*;
1603;B1800-27;3.494;-2.532;270.882053;-27.201774;0.334415;165.50;1.20;1.44e+01;
1604;J1803-3002A;1.025;-3.926;270.892083;-30.033889;0.007100;193.40;*;*;
1605;J1803-3002B;1.025;-3.926;270.892083;-30.033889;0.004397;192.60;*;*;
1606;J1803-3002C;1.025;-3.926;270.892083;-30.033889;0.005840;194.50;*;*;
1607;J1803-3329;358.015;-5.637;270.935221;-33.486306;0.633412;170.90;*;*;
1608;B1802-07;20.792;6.773;271.207898;-7.590193;0.023101;186.32;1.00;6.08e+01;
1609;J1804-2228;7.722;-0.397;271.117458;-22.471667;0.570511;424.00;0.20;3.28e+00;
1610;J1804-2717;3.505;-2.736;271.088055;-27.292037;0.009343;24.67;0.40;2.56e-01;
1611;J1804-28;2.833;-3.225;271.200000;-28.116667;1.273011;203.50;0.40;9.18e+00;
1612;J1804-2858;2.030;-3.551;271.079167;-28.975278;0.001493;232.00;*;*;
1613;B1802+03;30.413;11.708;271.292311;3.108409;0.218712;80.86;*;*;
1614;J1805+06;33.355;12.949;271.479167;6.233333;0.002130;65.00;*;*;
1615;J1805-0619;21.990;7.225;271.380983;-6.329278;0.454651;146.22;0.90;2.57e+01;
1616;J1805-1504;14.246;3.093;271.275417;-15.076667;1.181269;225.00;3.70;1.08e+02;
1617;J1805-2032;9.530;0.313;271.404542;-20.547500;0.405769;932.30;0.70;3.13e+01;
1618;J1805-2037;9.449;0.307;271.367458;-20.621111;0.357807;708.10;0.34;8.43e+00;
1619;J1805-2447;5.807;-1.725;271.358042;-24.791667;0.661402;269.00;0.27;5.66e+00;
1620;J1805-2948;1.456;-4.217;271.427042;-29.800000;0.428341;167.90;0.20;4.21e+00;
1621;J1806+1023;37.305;14.560;271.717142;10.388417;0.484286;52.03;*;*;
1622;B1804-12;17.142;4.417;271.528297;-11.907985;0.522618;122.41;2.70;2.43e+01;
1623;J1806-1618;13.323;2.213;271.607417;-16.310556;0.668309;319.00;0.22;2.27e+01;
1624;J1806-1920;10.641;0.802;271.527500;-19.339722;0.879791;683.00;1.40;2.29e+02;
1625;J1806-2125;8.843;-0.261;271.581625;-21.427778;0.481789;747.00;0.80;1.90e+01;
1626;J1806+2819;54.645;21.667;271.604441;28.316976;0.015084;18.68;*;*;
